node.objClass,pedestrian_count,node.serialno,node.time,date,year,month,day,location,event,Date,Mean_Temp,Total_Precip,Rain,Snow
pedestrian,0.0,SWLSANDBOX3,2019-10-23T00:00:00-05:00,2019-10-23,2019,10,23,outside,Event,2019-10-23,10.4,0.0,0.0,0.0
pedestrian,171.0,SWLSANDBOX3,2019-10-24T00:00:00-05:00,2019-10-24,2019,10,24,outside,Event,2019-10-24,9.1,0.6,0.6,0.0
pedestrian,438.0,SWLSANDBOX3,2019-10-25T00:00:00-05:00,2019-10-25,2019,10,25,outside,Event,2019-10-25,7.9,0.0,0.0,0.0
pedestrian,65.0,SWLSANDBOX3,2019-10-26T00:00:00-05:00,2019-10-26,2019,10,26,outside,Not event,2019-10-26,5.8,9.2,9.2,0.0
pedestrian,246.0,SWLSANDBOX3,2019-10-27T00:00:00-05:00,2019-10-27,2019,10,27,outside,Not event,2019-10-27,10.2,25.8,25.8,0.0
pedestrian,3.0,SWLSANDBOX3,2019-10-28T00:00:00-05:00,2019-10-28,2019,10,28,outside,Not event,2019-10-28,10.4,0.0,0.0,0.0
pedestrian,458.0,SWLSANDBOX3,2019-10-29T00:00:00-05:00,2019-10-29,2019,10,29,outside,Event,2019-10-29,11.2,0.0,0.0,0.0
pedestrian,104.0,SWLSANDBOX3,2019-10-30T00:00:00-05:00,2019-10-30,2019,10,30,outside,Not event,2019-10-30,7.7,20.6,20.6,0.0
pedestrian,209.0,SWLSANDBOX3,2019-10-31T00:00:00-05:00,2019-10-31,2019,10,31,outside,Not event,2019-10-31,7.3,18.8,18.8,0.0
pedestrian,303.0,SWLSANDBOX3,2019-11-01T00:00:00-05:00,2019-11-01,2019,11,01,outside,Event,2019-11-01,3.3,0.0,0.0,0.0
pedestrian,37.0,SWLSANDBOX3,2019-11-02T00:00:00-05:00,2019-11-02,2019,11,02,outside,Not event,2019-11-02,4.0,0.4,0.4,0.0
pedestrian,219.0,SWLSANDBOX3,2019-11-03T00:00:00-05:00,2019-11-03,2019,11,03,outside,Event,2019-11-03,3.6,0.0,0.0,0.0
pedestrian,79.0,SWLSANDBOX3,2019-11-04T00:00:00-05:00,2019-11-04,2019,11,04,outside,Not event,2019-11-04,7.3,1.0,1.0,0.0
pedestrian,416.0,SWLSANDBOX3,2019-11-05T00:00:00-05:00,2019-11-05,2019,11,05,outside,Not event,2019-11-05,4.5,0.0,0.0,0.0
pedestrian,244.0,SWLSANDBOX3,2019-11-06T00:00:00-05:00,2019-11-06,2019,11,06,outside,Event,2019-11-06,1.4,0.6,0.2,0.4
pedestrian,384.0,SWLSANDBOX3,2019-11-07T00:00:00-05:00,2019-11-07,2019,11,07,outside,Event,2019-11-07,-0.2,3.6,1.6,2.0
pedestrian,442.0,SWLSANDBOX3,2019-11-08T00:00:00-05:00,2019-11-08,2019,11,08,outside,Not event,2019-11-08,-2.6,0.0,0.0,0.0
pedestrian,318.0,SWLSANDBOX3,2019-11-09T00:00:00-05:00,2019-11-09,2019,11,09,outside,Not event,2019-11-09,-0.4,0.0,0.0,0.0
pedestrian,188.0,SWLSANDBOX3,2019-11-10T00:00:00-05:00,2019-11-10,2019,11,10,outside,Not event,2019-11-10,3.1,0.6,0.4,0.2
pedestrian,410.0,SWLSANDBOX3,2019-11-11T00:00:00-05:00,2019-11-11,2019,11,11,outside,Not event,2019-11-11,-3.9,12.2,0.0,13.6
pedestrian,442.0,SWLSANDBOX3,2019-11-12T00:00:00-05:00,2019-11-12,2019,11,12,outside,Event,2019-11-12,-7.6,0.2,0.0,0.2
pedestrian,436.0,SWLSANDBOX3,2019-11-13T00:00:00-05:00,2019-11-13,2019,11,13,outside,Event,2019-11-13,-7.8,1.8,0.0,2.0
pedestrian,605.0,SWLSANDBOX3,2019-11-14T00:00:00-05:00,2019-11-14,2019,11,14,outside,Event,2019-11-14,-1.0,0.4,0.0,0.4
pedestrian,543.0,SWLSANDBOX3,2019-11-15T00:00:00-05:00,2019-11-15,2019,11,15,outside,Event,2019-11-15,-1.6,0.0,0.0,0.0
pedestrian,309.0,SWLSANDBOX3,2019-11-16T00:00:00-05:00,2019-11-16,2019,11,16,outside,Event,2019-11-16,-6.8,0.0,0.0,0.0
pedestrian,281.0,SWLSANDBOX3,2019-11-17T00:00:00-05:00,2019-11-17,2019,11,17,outside,Not event,2019-11-17,-2.3,0.0,0.0,0.0
pedestrian,144.0,SWLSANDBOX3,2019-11-18T00:00:00-05:00,2019-11-18,2019,11,18,outside,Not event,2019-11-18,0.5,9.2,8.8,0.4
pedestrian,161.0,SWLSANDBOX3,2019-11-19T00:00:00-05:00,2019-11-19,2019,11,19,outside,Not event,2019-11-19,2.3,0.2,0.2,0.0
pedestrian,440.0,SWLSANDBOX3,2019-11-20T00:00:00-05:00,2019-11-20,2019,11,20,outside,Not event,2019-11-20,3.7,0.0,0.0,0.0
pedestrian,502.0,SWLSANDBOX3,2019-11-21T00:00:00-05:00,2019-11-21,2019,11,21,outside,Not event,2019-11-21,4.8,4.2,4.2,0.0
pedestrian,670.0,SWLSANDBOX3,2019-11-22T00:00:00-05:00,2019-11-22,2019,11,22,outside,Not event,2019-11-22,3.9,0.0,0.0,0.0
pedestrian,1065.0,SWLSANDBOX3,2019-11-23T00:00:00-05:00,2019-11-23,2019,11,23,outside,Not event,2019-11-23,1.8,0.0,0.0,0.0
pedestrian,457.0,SWLSANDBOX3,2019-11-24T00:00:00-05:00,2019-11-24,2019,11,24,outside,Not event,2019-11-24,1.7,0.0,0.0,0.0
pedestrian,147.0,SWLSANDBOX3,2019-11-25T00:00:00-05:00,2019-11-25,2019,11,25,outside,Not event,2019-11-25,4.8,0.0,0.0,0.0
pedestrian,921.0,SWLSANDBOX3,2019-11-26T00:00:00-05:00,2019-11-26,2019,11,26,outside,Not event,2019-11-26,6.4,0.0,0.0,0.0
pedestrian,96.0,SWLSANDBOX3,2019-11-27T00:00:00-05:00,2019-11-27,2019,11,27,outside,Not event,2019-11-27,7.1,6.4,6.4,0.0
pedestrian,149.0,SWLSANDBOX3,2019-11-28T00:00:00-05:00,2019-11-28,2019,11,28,outside,Not event,2019-11-28,1.5,0.0,0.0,0.0
pedestrian,255.0,SWLSANDBOX3,2019-11-29T00:00:00-05:00,2019-11-29,2019,11,29,outside,Not event,2019-11-29,-2.1,0.0,0.0,0.0
pedestrian,339.0,SWLSANDBOX3,2019-11-30T00:00:00-05:00,2019-11-30,2019,11,30,outside,Not event,2019-11-30,-2.7,0.0,0.0,0.0
pedestrian,88.0,SWLSANDBOX3,2019-12-01T00:00:00-05:00,2019-12-01,2019,12,01,outside,Not event,2019-12-01,-2.5,11.4,2.0,3.0
pedestrian,92.0,SWLSANDBOX3,2019-12-02T00:00:00-05:00,2019-12-02,2019,12,02,outside,Not event,2019-12-02,-4.0,6.2,0.0,9.4
pedestrian,169.0,SWLSANDBOX3,2019-12-03T00:00:00-05:00,2019-12-03,2019,12,03,outside,Not event,2019-12-03,-4.3,0.6,0.0,0.6
pedestrian,424.0,SWLSANDBOX3,2019-12-04T00:00:00-05:00,2019-12-04,2019,12,04,outside,Not event,2019-12-04,1.3,0.0,0.0,0.0
pedestrian,113.0,SWLSANDBOX3,2019-12-05T00:00:00-05:00,2019-12-05,2019,12,05,outside,Not event,2019-12-05,-0.9,0.4,0.0,0.4
pedestrian,157.0,SWLSANDBOX3,2019-12-06T00:00:00-05:00,2019-12-06,2019,12,06,outside,Not event,2019-12-06,-2.9,5.4,0.0,5.4
pedestrian,291.0,SWLSANDBOX3,2019-12-07T00:00:00-05:00,2019-12-07,2019,12,07,outside,Not event,2019-12-07,-4.3,0.0,0.0,0.0
pedestrian,210.0,SWLSANDBOX3,2019-12-08T00:00:00-05:00,2019-12-08,2019,12,08,outside,Not event,2019-12-08,1.7,0.0,0.0,0.0
pedestrian,357.0,SWLSANDBOX3,2019-12-09T00:00:00-05:00,2019-12-09,2019,12,09,outside,Not event,2019-12-09,7.6,6.0,6.0,0.0
pedestrian,337.0,SWLSANDBOX3,2019-12-10T00:00:00-05:00,2019-12-10,2019,12,10,outside,Not event,2019-12-10,1.5,0.6,0.6,0.0
pedestrian,42.0,SWLSANDBOX3,2019-12-11T00:00:00-05:00,2019-12-11,2019,12,11,outside,Not event,2019-12-11,-5.7,0.0,0.0,0.0
pedestrian,199.0,SWLSANDBOX3,2019-12-12T00:00:00-05:00,2019-12-12,2019,12,12,outside,Not event,2019-12-12,-5.0,0.0,0.0,0.0
pedestrian,194.0,SWLSANDBOX3,2019-12-13T00:00:00-05:00,2019-12-13,2019,12,13,outside,Not event,2019-12-13,2.3,0.0,0.0,0.0
pedestrian,272.0,SWLSANDBOX3,2019-12-14T00:00:00-05:00,2019-12-14,2019,12,14,outside,Not event,2019-12-14,1.6,20.2,18.0,2.6
pedestrian,158.0,SWLSANDBOX3,2019-12-15T00:00:00-05:00,2019-12-15,2019,12,15,outside,Not event,2019-12-15,-2.6,0.0,0.0,0.0
pedestrian,64.0,SWLSANDBOX3,2019-12-16T00:00:00-05:00,2019-12-16,2019,12,16,outside,Not event,2019-12-16,-2.3,0.0,0.0,0.0
pedestrian,287.0,SWLSANDBOX3,2019-12-17T00:00:00-05:00,2019-12-17,2019,12,17,outside,Not event,2019-12-17,-1.2,0.0,0.0,0.0
pedestrian,262.0,SWLSANDBOX3,2019-12-18T00:00:00-05:00,2019-12-18,2019,12,18,outside,Event,2019-12-18,-9.1,0.8,0.0,0.8
pedestrian,346.0,SWLSANDBOX3,2019-12-19T00:00:00-05:00,2019-12-19,2019,12,19,outside,Event,2019-12-19,-11.4,1.6,0.0,5.0
pedestrian,227.0,SWLSANDBOX3,2019-12-20T00:00:00-05:00,2019-12-20,2019,12,20,outside,Not event,2019-12-20,-7.4,0.0,0.0,0.0
pedestrian,262.0,SWLSANDBOX3,2019-12-21T00:00:00-05:00,2019-12-21,2019,12,21,outside,Not event,2019-12-21,-3.0,0.0,0.0,0.0
pedestrian,501.0,SWLSANDBOX3,2019-12-22T00:00:00-05:00,2019-12-22,2019,12,22,outside,Not event,2019-12-22,3.1,0.0,0.0,0.0
pedestrian,56.0,SWLSANDBOX3,2019-12-23T00:00:00-05:00,2019-12-23,2019,12,23,outside,Not event,2019-12-23,4.5,0.0,0.0,0.0
pedestrian,27.0,SWLSANDBOX3,2019-12-24T00:00:00-05:00,2019-12-24,2019,12,24,outside,Not event,2019-12-24,-1.4,0.0,0.0,0.0
pedestrian,27.0,SWLSANDBOX3,2019-12-25T00:00:00-05:00,2019-12-25,2019,12,25,outside,Not event,2019-12-25,0.6,0.0,0.0,0.0
pedestrian,49.0,SWLSANDBOX3,2019-12-26T00:00:00-05:00,2019-12-26,2019,12,26,outside,Not event,2019-12-26,2.4,0.0,0.0,0.0
pedestrian,45.0,SWLSANDBOX3,2019-12-27T00:00:00-05:00,2019-12-27,2019,12,27,outside,Not event,2019-12-27,6.9,0.0,0.0,0.0
pedestrian,110.0,SWLSANDBOX3,2019-12-28T00:00:00-05:00,2019-12-28,2019,12,28,outside,Event,2019-12-28,3.0,0.2,0.2,0.0
pedestrian,15.0,SWLSANDBOX3,2019-12-29T00:00:00-05:00,2019-12-29,2019,12,29,outside,Not event,2019-12-29,1.1,7.8,7.8,0.0
pedestrian,143.0,SWLSANDBOX3,2019-12-30T00:00:00-05:00,2019-12-30,2019,12,30,outside,Not event,2019-12-30,5.6,8.0,8.0,0.0
pedestrian,87.0,SWLSANDBOX3,2019-12-31T00:00:00-05:00,2019-12-31,2019,12,31,outside,Not event,2019-12-31,0.4,2.0,0.0,2.0
pedestrian,41.0,SWLSANDBOX3,2020-01-01T00:00:00-05:00,2020-01-01,2020,01,01,outside,Not event,2020-01-01,-1.7,0.0,0.0,0.0
pedestrian,71.0,SWLSANDBOX3,2020-01-02T00:00:00-05:00,2020-01-02,2020,01,02,outside,Not event,2020-01-02,3.0,0.0,0.0,0.0
pedestrian,77.0,SWLSANDBOX3,2020-01-03T00:00:00-05:00,2020-01-03,2020,01,03,outside,Not event,2020-01-03,4.6,0.0,0.0,0.0
pedestrian,62.0,SWLSANDBOX3,2020-01-04T00:00:00-05:00,2020-01-04,2020,01,04,outside,Not event,2020-01-04,0.9,1.6,0.0,2.4
pedestrian,140.0,SWLSANDBOX3,2020-01-05T00:00:00-05:00,2020-01-05,2020,01,05,outside,Not event,2020-01-05,-0.8,3.6,0.0,3.6
pedestrian,242.0,SWLSANDBOX3,2020-01-06T00:00:00-05:00,2020-01-06,2020,01,06,outside,Not event,2020-01-06,-1.7,0.0,0.0,0.0
pedestrian,820.0,SWLSANDBOX3,2020-01-07T00:00:00-05:00,2020-01-07,2020,01,07,outside,Not event,2020-01-07,-0.8,0.0,0.0,0.0
pedestrian,80.0,SWLSANDBOX3,2020-01-08T00:00:00-05:00,2020-01-08,2020,01,08,outside,Not event,2020-01-08,-5.1,2.0,0.0,2.0
pedestrian,109.0,SWLSANDBOX3,2020-01-09T00:00:00-05:00,2020-01-09,2020,01,09,outside,Not event,2020-01-09,-4.9,0.2,0.0,0.2
pedestrian,96.0,SWLSANDBOX3,2020-01-10T00:00:00-05:00,2020-01-10,2020,01,10,outside,Not event,2020-01-10,4.5,1.8,1.8,0.0
