,node.objClass,pedestrian_count,node.serialno,node.time,date,year,month,day,location,event,Date,Mean_Temp,Total_Precip,Rain,Snow
12,pedestrian,0.0,SWLSANDBOX1,2019-03-04T00:00:00-05:00,2019-03-04,2019,03,04,streetscape,Not event,2019-03-04,-11.0,0.0,0.0,0.0
13,pedestrian,0.0,SWLSANDBOX1,2019-03-05T00:00:00-05:00,2019-03-05,2019,03,05,streetscape,Not event,2019-03-05,-12.0,0.0,0.0,0.0
14,pedestrian,0.0,SWLSANDBOX1,2019-03-06T00:00:00-05:00,2019-03-06,2019,03,06,streetscape,Not event,2019-03-06,-12.0,0.0,0.0,0.0
15,pedestrian,0.0,SWLSANDBOX1,2019-03-07T00:00:00-05:00,2019-03-07,2019,03,07,streetscape,Not event,2019-03-07,-10.0,0.0,0.0,0.0
16,pedestrian,0.0,SWLSANDBOX1,2019-03-08T00:00:00-05:00,2019-03-08,2019,03,08,streetscape,Not event,2019-03-08,-8.1,0.0,0.0,0.0
17,pedestrian,0.0,SWLSANDBOX1,2019-03-09T00:00:00-05:00,2019-03-09,2019,03,09,streetscape,Not event,2019-03-09,-5.4,0.8,0.8,0.0
18,pedestrian,0.0,SWLSANDBOX1,2019-03-10T00:00:00-05:00,2019-03-10,2019,03,10,streetscape,Not event,2019-03-10,3.0,12.2,12.2,0.0
19,pedestrian,17.0,SWLSANDBOX1,2019-03-11T00:00:00-05:00,2019-03-11,2019,03,11,streetscape,Not event,2019-03-11,0.0,0.0,0.0,0.0
20,pedestrian,0.0,SWLSANDBOX1,2019-03-12T00:00:00-05:00,2019-03-12,2019,03,12,streetscape,Not event,2019-03-12,0.1,0.0,0.0,0.0
21,pedestrian,0.0,SWLSANDBOX1,2019-03-13T00:00:00-05:00,2019-03-13,2019,03,13,streetscape,Not event,2019-03-13,0.7,0.4,0.4,0.0
22,pedestrian,0.0,SWLSANDBOX1,2019-03-14T00:00:00-05:00,2019-03-14,2019,03,14,streetscape,Not event,2019-03-14,5.2,9.0,9.0,0.0
23,pedestrian,0.0,SWLSANDBOX1,2019-03-15T00:00:00-05:00,2019-03-15,2019,03,15,streetscape,Not event,2019-03-15,4.9,0.0,0.0,0.0
24,pedestrian,0.0,SWLSANDBOX1,2019-03-16T00:00:00-05:00,2019-03-16,2019,03,16,streetscape,Not event,2019-03-16,-1.5,0.0,0.0,0.0
25,pedestrian,0.0,SWLSANDBOX1,2019-03-17T00:00:00-05:00,2019-03-17,2019,03,17,streetscape,Not event,2019-03-17,-2.2,0.0,0.0,0.0
26,pedestrian,0.0,SWLSANDBOX1,2019-03-18T00:00:00-05:00,2019-03-18,2019,03,18,streetscape,Not event,2019-03-18,-0.3,0.0,0.0,0.0
27,pedestrian,0.0,SWLSANDBOX1,2019-03-19T00:00:00-05:00,2019-03-19,2019,03,19,streetscape,Not event,2019-03-19,0.9,0.6,0.0,0.6
28,pedestrian,336.0,SWLSANDBOX1,2019-03-20T00:00:00-05:00,2019-03-20,2019,03,20,streetscape,Not event,2019-03-20,4.6,0.0,0.0,0.0
29,pedestrian,1659.0,SWLSANDBOX1,2019-03-21T00:00:00-05:00,2019-03-21,2019,03,21,streetscape,Not event,2019-03-21,5.4,1.2,1.2,0.0
30,pedestrian,407.0,SWLSANDBOX1,2019-03-22T00:00:00-05:00,2019-03-22,2019,03,22,streetscape,Not event,2019-03-22,-0.4,0.0,0.0,0.0
31,pedestrian,46.0,SWLSANDBOX1,2019-03-23T00:00:00-05:00,2019-03-23,2019,03,23,streetscape,Not event,2019-03-23,-0.9,0.0,0.0,0.0
32,pedestrian,1442.0,SWLSANDBOX1,2019-03-24T00:00:00-05:00,2019-03-24,2019,03,24,streetscape,Not event,2019-03-24,3.6,0.0,0.0,0.0
33,pedestrian,313.0,SWLSANDBOX1,2019-03-25T00:00:00-05:00,2019-03-25,2019,03,25,streetscape,Not event,2019-03-25,-0.6,0.0,0.0,0.0
34,pedestrian,405.0,SWLSANDBOX1,2019-03-26T00:00:00-05:00,2019-03-26,2019,03,26,streetscape,Not event,2019-03-26,0.2,0.0,0.0,0.0
35,pedestrian,1367.0,SWLSANDBOX1,2019-03-27T00:00:00-05:00,2019-03-27,2019,03,27,streetscape,Not event,2019-03-27,1.9,0.0,0.0,0.0
36,pedestrian,1230.0,SWLSANDBOX1,2019-03-28T00:00:00-05:00,2019-03-28,2019,03,28,streetscape,Not event,2019-03-28,5.3,0.4,0.4,0.0
37,pedestrian,3422.0,SWLSANDBOX1,2019-03-29T00:00:00-05:00,2019-03-29,2019,03,29,streetscape,Event,2019-03-29,7.5,0.0,0.0,0.0
38,pedestrian,7179.0,SWLSANDBOX1,2019-03-30T00:00:00-05:00,2019-03-30,2019,03,30,streetscape,Event,2019-03-30,2.3,33.4,30.2,2.0
39,pedestrian,6018.0,SWLSANDBOX1,2019-03-31T00:00:00-05:00,2019-03-31,2019,03,31,streetscape,Event,2019-03-31,-0.9,1.0,0.0,1.2
40,pedestrian,646.0,SWLSANDBOX1,2019-04-01T00:00:00-05:00,2019-04-01,2019,04,01,streetscape,Not event,2019-04-01,-1.1,0.0,0.0,0.0
41,pedestrian,3804.0,SWLSANDBOX1,2019-04-02T00:00:00-05:00,2019-04-02,2019,04,02,streetscape,Event,2019-04-02,4.7,0.0,0.0,0.0
42,pedestrian,2091.0,SWLSANDBOX1,2019-04-03T00:00:00-05:00,2019-04-03,2019,04,03,streetscape,Not event,2019-04-03,3.5,0.4,0.2,0.2
43,pedestrian,2421.0,SWLSANDBOX1,2019-04-04T00:00:00-05:00,2019-04-04,2019,04,04,streetscape,Event,2019-04-04,1.8,0.0,0.0,0.0
44,pedestrian,2033.0,SWLSANDBOX1,2019-04-05T00:00:00-05:00,2019-04-05,2019,04,05,streetscape,Not event,2019-04-05,2.0,0.0,0.0,0.0
45,pedestrian,0.0,SWLSANDBOX1,2019-04-06T00:00:00-05:00,2019-04-06,2019,04,06,streetscape,Not event,2019-04-06,8.8,0.0,0.0,0.0
46,pedestrian,1532.0,SWLSANDBOX1,2019-04-07T00:00:00-05:00,2019-04-07,2019,04,07,streetscape,Not event,2019-04-07,9.5,4.0,4.0,0.0
47,pedestrian,480.0,SWLSANDBOX1,2019-04-08T00:00:00-05:00,2019-04-08,2019,04,08,streetscape,Not event,2019-04-08,10.1,0.0,0.0,0.0
48,pedestrian,3702.0,SWLSANDBOX1,2019-04-09T00:00:00-05:00,2019-04-09,2019,04,09,streetscape,Event,2019-04-09,6.4,0.0,0.0,0.0
49,pedestrian,543.0,SWLSANDBOX1,2019-04-10T00:00:00-05:00,2019-04-10,2019,04,10,streetscape,Not event,2019-04-10,4.1,0.0,0.0,0.0
50,pedestrian,1857.0,SWLSANDBOX1,2019-04-11T00:00:00-05:00,2019-04-11,2019,04,11,streetscape,Not event,2019-04-11,1.6,0.8,0.0,0.0
51,pedestrian,326.0,SWLSANDBOX1,2019-04-12T00:00:00-05:00,2019-04-12,2019,04,12,streetscape,Not event,2019-04-12,9.0,1.8,1.8,0.0
52,pedestrian,0.0,SWLSANDBOX1,2019-04-13T00:00:00-05:00,2019-04-13,2019,04,13,streetscape,Not event,2019-04-13,9.7,0.0,0.0,0.0
53,pedestrian,649.0,SWLSANDBOX1,2019-04-14T00:00:00-05:00,2019-04-14,2019,04,14,streetscape,Not event,2019-04-14,2.8,27.8,27.8,0.0
54,pedestrian,539.0,SWLSANDBOX1,2019-04-15T00:00:00-05:00,2019-04-15,2019,04,15,streetscape,Not event,2019-04-15,4.9,1.2,1.2,0.0
55,pedestrian,356.0,SWLSANDBOX1,2019-04-16T00:00:00-05:00,2019-04-16,2019,04,16,streetscape,Not event,2019-04-16,3.4,0.4,0.4,0.0
56,pedestrian,1009.0,SWLSANDBOX1,2019-04-17T00:00:00-05:00,2019-04-17,2019,04,17,streetscape,Not event,2019-04-17,7.4,0.6,0.6,0.0
57,pedestrian,3886.0,SWLSANDBOX1,2019-04-18T00:00:00-05:00,2019-04-18,2019,04,18,streetscape,Event,2019-04-18,13.9,1.8,1.8,0.0
58,pedestrian,0.0,SWLSANDBOX1,2019-04-19T00:00:00-05:00,2019-04-19,2019,04,19,streetscape,Not event,2019-04-19,8.9,18.6,18.6,0.0
59,pedestrian,0.0,SWLSANDBOX1,2019-04-20T00:00:00-05:00,2019-04-20,2019,04,20,streetscape,Not event,2019-04-20,6.7,13.0,13.0,0.0
60,pedestrian,0.0,SWLSANDBOX1,2019-04-21T00:00:00-05:00,2019-04-21,2019,04,21,streetscape,Not event,2019-04-21,9.4,0.0,0.0,0.0
61,pedestrian,5.0,SWLSANDBOX1,2019-04-22T00:00:00-05:00,2019-04-22,2019,04,22,streetscape,Not event,2019-04-22,10.7,0.0,0.0,0.0
62,pedestrian,1294.0,SWLSANDBOX1,2019-04-23T00:00:00-05:00,2019-04-23,2019,04,23,streetscape,Not event,2019-04-23,10.4,2.2,2.2,0.0
63,pedestrian,459.0,SWLSANDBOX1,2019-04-24T00:00:00-05:00,2019-04-24,2019,04,24,streetscape,Not event,2019-04-24,8.7,0.0,0.0,0.0
64,pedestrian,3941.0,SWLSANDBOX1,2019-04-25T00:00:00-05:00,2019-04-25,2019,04,25,streetscape,Event,2019-04-25,7.6,0.8,0.8,0.0
65,pedestrian,2980.0,SWLSANDBOX1,2019-04-26T00:00:00-05:00,2019-04-26,2019,04,26,streetscape,Event,2019-04-26,8.1,18.0,18.0,0.0
66,pedestrian,1.0,SWLSANDBOX1,2019-04-27T00:00:00-05:00,2019-04-27,2019,04,27,streetscape,Not event,2019-04-27,4.5,0.0,0.0,0.0
67,pedestrian,1656.0,SWLSANDBOX1,2019-04-28T00:00:00-05:00,2019-04-28,2019,04,28,streetscape,Not event,2019-04-28,6.1,0.0,0.0,0.0
68,pedestrian,652.0,SWLSANDBOX1,2019-04-29T00:00:00-05:00,2019-04-29,2019,04,29,streetscape,Not event,2019-04-29,3.2,0.8,0.6,0.2
69,pedestrian,416.0,SWLSANDBOX1,2019-04-30T00:00:00-05:00,2019-04-30,2019,04,30,streetscape,Not event,2019-04-30,6.4,1.2,1.2,0.0
70,pedestrian,579.0,SWLSANDBOX1,2019-05-01T00:00:00-05:00,2019-05-01,2019,05,01,streetscape,Not event,2019-05-01,6.7,14.6,14.6,0.0
71,pedestrian,818.0,SWLSANDBOX1,2019-05-02T00:00:00-05:00,2019-05-02,2019,05,02,streetscape,Not event,2019-05-02,7.5,1.8,1.8,0.0
72,pedestrian,342.0,SWLSANDBOX1,2019-05-03T00:00:00-05:00,2019-05-03,2019,05,03,streetscape,Not event,2019-05-03,8.8,13.4,13.4,0.0
73,pedestrian,128.0,SWLSANDBOX1,2019-05-04T00:00:00-05:00,2019-05-04,2019,05,04,streetscape,Not event,2019-05-04,9.6,0.2,0.2,0.0
74,pedestrian,1760.0,SWLSANDBOX1,2019-05-05T00:00:00-05:00,2019-05-05,2019,05,05,streetscape,Not event,2019-05-05,10.8,0.0,0.0,0.0
75,pedestrian,451.0,SWLSANDBOX1,2019-05-06T00:00:00-05:00,2019-05-06,2019,05,06,streetscape,Not event,2019-05-06,15.2,0.0,0.0,0.0
76,pedestrian,866.0,SWLSANDBOX1,2019-05-07T00:00:00-05:00,2019-05-07,2019,05,07,streetscape,Not event,2019-05-07,9.7,2.6,2.6,0.0
77,pedestrian,1818.0,SWLSANDBOX1,2019-05-08T00:00:00-05:00,2019-05-08,2019,05,08,streetscape,Not event,2019-05-08,7.2,0.0,0.0,0.0
78,pedestrian,1386.0,SWLSANDBOX1,2019-05-09T00:00:00-05:00,2019-05-09,2019,05,09,streetscape,Not event,2019-05-09,12.0,6.2,6.2,0.0
79,pedestrian,2496.0,SWLSANDBOX1,2019-05-10T00:00:00-05:00,2019-05-10,2019,05,10,streetscape,Event,2019-05-10,9.9,7.4,7.4,0.0
80,pedestrian,3354.0,SWLSANDBOX1,2019-05-11T00:00:00-05:00,2019-05-11,2019,05,11,streetscape,Event,2019-05-11,6.9,0.0,0.0,0.0
81,pedestrian,939.0,SWLSANDBOX1,2019-05-12T00:00:00-05:00,2019-05-12,2019,05,12,streetscape,Not event,2019-05-12,7.1,5.4,5.4,0.0
82,pedestrian,573.0,SWLSANDBOX1,2019-05-13T00:00:00-05:00,2019-05-13,2019,05,13,streetscape,Not event,2019-05-13,0,7.6,7.6,0.0
83,pedestrian,1329.0,SWLSANDBOX1,2019-05-14T00:00:00-05:00,2019-05-14,2019,05,14,streetscape,Not event,2019-05-14,11.0,0.4,0.4,0.0
84,pedestrian,2373.0,SWLSANDBOX1,2019-05-15T00:00:00-05:00,2019-05-15,2019,05,15,streetscape,Event,2019-05-15,12.6,0.8,0.8,0.0
85,pedestrian,2976.0,SWLSANDBOX1,2019-05-16T00:00:00-05:00,2019-05-16,2019,05,16,streetscape,Event,2019-05-16,11.0,0.0,0.0,0.0
86,pedestrian,1935.0,SWLSANDBOX1,2019-05-17T00:00:00-05:00,2019-05-17,2019,05,17,streetscape,Not event,2019-05-17,13.6,0.0,0.0,0.0
87,pedestrian,111.0,SWLSANDBOX1,2019-05-18T00:00:00-05:00,2019-05-18,2019,05,18,streetscape,Not event,2019-05-18,10.9,0.0,0.0,0.0
88,pedestrian,130.0,SWLSANDBOX1,2019-05-19T00:00:00-05:00,2019-05-19,2019,05,19,streetscape,Not event,2019-05-19,15.4,2.0,2.0,0.0
89,pedestrian,1196.0,SWLSANDBOX1,2019-05-20T00:00:00-05:00,2019-05-20,2019,05,20,streetscape,Not event,2019-05-20,11.9,0.0,0.0,0.0
90,pedestrian,611.0,SWLSANDBOX1,2019-05-21T00:00:00-05:00,2019-05-21,2019,05,21,streetscape,Not event,2019-05-21,11.6,0.0,0.0,0.0
91,pedestrian,232.0,SWLSANDBOX1,2019-05-22T00:00:00-05:00,2019-05-22,2019,05,22,streetscape,Not event,2019-05-22,11.3,0.6,0.6,0.0
92,pedestrian,96.0,SWLSANDBOX1,2019-05-23T00:00:00-05:00,2019-05-23,2019,05,23,streetscape,Not event,2019-05-23,17.2,0.8,0.8,0.0
93,pedestrian,62.0,SWLSANDBOX1,2019-05-24T00:00:00-05:00,2019-05-24,2019,05,24,streetscape,Not event,2019-05-24,16.6,0.0,0.0,0.0
94,pedestrian,12.0,SWLSANDBOX1,2019-05-25T00:00:00-05:00,2019-05-25,2019,05,25,streetscape,Not event,2019-05-25,15.5,28.0,28.0,0.0
95,pedestrian,12.0,SWLSANDBOX1,2019-05-26T00:00:00-05:00,2019-05-26,2019,05,26,streetscape,Not event,2019-05-26,17.8,0.0,0.0,0.0
96,pedestrian,35.0,SWLSANDBOX1,2019-05-27T00:00:00-05:00,2019-05-27,2019,05,27,streetscape,Not event,2019-05-27,16.7,0.6,0.6,0.0
97,pedestrian,212.0,SWLSANDBOX1,2019-05-28T00:00:00-05:00,2019-05-28,2019,05,28,streetscape,Not event,2019-05-28,11.3,4.6,4.6,0.0
98,pedestrian,158.0,SWLSANDBOX1,2019-05-29T00:00:00-05:00,2019-05-29,2019,05,29,streetscape,Not event,2019-05-29,13.1,0.6,0.6,0.0
99,pedestrian,68.0,SWLSANDBOX1,2019-05-30T00:00:00-05:00,2019-05-30,2019,05,30,streetscape,Not event,2019-05-30,16.3,0.0,0.0,0.0
100,pedestrian,275.0,SWLSANDBOX1,2019-05-31T00:00:00-05:00,2019-05-31,2019,05,31,streetscape,Not event,2019-05-31,13.8,0.0,0.0,0.0
101,pedestrian,0.0,SWLSANDBOX1,2019-06-01T00:00:00-05:00,2019-06-01,2019,06,01,streetscape,Not event,2019-06-01,16.0,1.0,1.0,0.0
102,pedestrian,26.0,SWLSANDBOX1,2019-06-02T00:00:00-05:00,2019-06-02,2019,06,02,streetscape,Not event,2019-06-02,14.0,3.0,3.0,0.0
103,pedestrian,3038.0,SWLSANDBOX1,2019-06-03T00:00:00-05:00,2019-06-03,2019,06,03,streetscape,Event,2019-06-03,11.6,0.0,0.0,0.0
104,pedestrian,2205.0,SWLSANDBOX1,2019-06-04T00:00:00-05:00,2019-06-04,2019,06,04,streetscape,Event,2019-06-04,12.2,0.0,0.0,0.0
105,pedestrian,2137.0,SWLSANDBOX1,2019-06-05T00:00:00-05:00,2019-06-05,2019,06,05,streetscape,Not event,2019-06-05,14.6,11.2,11.2,0.0
106,pedestrian,2103.0,SWLSANDBOX1,2019-06-06T00:00:00-05:00,2019-06-06,2019,06,06,streetscape,Not event,2019-06-06,18.7,0.0,0.0,0.0
107,pedestrian,2242.0,SWLSANDBOX1,2019-06-07T00:00:00-05:00,2019-06-07,2019,06,07,streetscape,Event,2019-06-07,19.0,0.0,0.0,0.0
108,pedestrian,977.0,SWLSANDBOX1,2019-06-08T00:00:00-05:00,2019-06-08,2019,06,08,streetscape,Not event,2019-06-08,18.4,0.0,0.0,0.0
109,pedestrian,240.0,SWLSANDBOX1,2019-06-09T00:00:00-05:00,2019-06-09,2019,06,09,streetscape,Not event,2019-06-09,19.7,0.0,0.0,0.0
110,pedestrian,1512.0,SWLSANDBOX1,2019-06-10T00:00:00-05:00,2019-06-10,2019,06,10,streetscape,Not event,2019-06-10,15.7,14.8,14.8,0.0
111,pedestrian,965.0,SWLSANDBOX1,2019-06-11T00:00:00-05:00,2019-06-11,2019,06,11,streetscape,Not event,2019-06-11,16.5,0.0,0.0,0.0
112,pedestrian,234.0,SWLSANDBOX1,2019-06-12T00:00:00-05:00,2019-06-12,2019,06,12,streetscape,Not event,2019-06-12,16.0,0.0,0.0,0.0
113,pedestrian,242.0,SWLSANDBOX1,2019-06-13T00:00:00-05:00,2019-06-13,2019,06,13,streetscape,Not event,2019-06-13,14.6,22.8,22.8,0.0
114,pedestrian,226.0,SWLSANDBOX1,2019-06-14T00:00:00-05:00,2019-06-14,2019,06,14,streetscape,Not event,2019-06-14,16.8,0.2,0.2,0.0
115,pedestrian,0.0,SWLSANDBOX1,2019-06-15T00:00:00-05:00,2019-06-15,2019,06,15,streetscape,Not event,2019-06-15,17.2,0.4,0.4,0.0
116,pedestrian,20.0,SWLSANDBOX1,2019-06-16T00:00:00-05:00,2019-06-16,2019,06,16,streetscape,Not event,2019-06-16,15.5,0.0,0.0,0.0
117,pedestrian,222.0,SWLSANDBOX1,2019-06-17T00:00:00-05:00,2019-06-17,2019,06,17,streetscape,Not event,2019-06-17,17.8,0.0,0.0,0.0
118,pedestrian,269.0,SWLSANDBOX1,2019-06-18T00:00:00-05:00,2019-06-18,2019,06,18,streetscape,Not event,2019-06-18,20.3,0.0,0.0,0.0
119,pedestrian,1234.0,SWLSANDBOX1,2019-06-19T00:00:00-05:00,2019-06-19,2019,06,19,streetscape,Not event,2019-06-19,20.8,0.0,0.0,0.0
120,pedestrian,1768.0,SWLSANDBOX1,2019-06-20T00:00:00-05:00,2019-06-20,2019,06,20,streetscape,Not event,2019-06-20,18.9,26.0,26.0,0.0
121,pedestrian,2984.0,SWLSANDBOX1,2019-06-21T00:00:00-05:00,2019-06-21,2019,06,21,streetscape,Event,2019-06-21,18.8,0.0,0.0,0.0
122,pedestrian,819.0,SWLSANDBOX1,2019-06-22T00:00:00-05:00,2019-06-22,2019,06,22,streetscape,Not event,2019-06-22,18.6,0.0,0.0,0.0
123,pedestrian,1868.0,SWLSANDBOX1,2019-06-23T00:00:00-05:00,2019-06-23,2019,06,23,streetscape,Not event,2019-06-23,19.3,0.0,0.0,0.0
124,pedestrian,5513.0,SWLSANDBOX1,2019-06-24T00:00:00-05:00,2019-06-24,2019,06,24,streetscape,Event,2019-06-24,20.3,16.0,16.0,0.0
125,pedestrian,3543.0,SWLSANDBOX1,2019-06-25T00:00:00-05:00,2019-06-25,2019,06,25,streetscape,Event,2019-06-25,21.3,0.0,0.0,0.0
126,pedestrian,1668.0,SWLSANDBOX1,2019-06-26T00:00:00-05:00,2019-06-26,2019,06,26,streetscape,Not event,2019-06-26,23.7,1.2,1.2,0.0
127,pedestrian,1796.0,SWLSANDBOX1,2019-06-27T00:00:00-05:00,2019-06-27,2019,06,27,streetscape,Not event,2019-06-27,23.0,0.0,0.0,0.0
128,pedestrian,3505.0,SWLSANDBOX1,2019-06-28T00:00:00-05:00,2019-06-28,2019,06,28,streetscape,Event,2019-06-28,23.4,12.0,12.0,0.0
129,pedestrian,14922.0,SWLSANDBOX1,2019-06-29T00:00:00-05:00,2019-06-29,2019,06,29,streetscape,Event,2019-06-29,23.4,0.0,0.0,0.0
130,pedestrian,3598.0,SWLSANDBOX1,2019-06-30T00:00:00-05:00,2019-06-30,2019,06,30,streetscape,Event,2019-06-30,19.7,0.0,0.0,0.0
131,pedestrian,26.0,SWLSANDBOX1,2019-07-01T00:00:00-05:00,2019-07-01,2019,07,01,streetscape,Not event,2019-07-01,20.8,0.0,0.0,0.0
132,pedestrian,95.0,SWLSANDBOX1,2019-07-02T00:00:00-05:00,2019-07-02,2019,07,02,streetscape,Not event,2019-07-02,23.3,0.6,0.6,0.0
133,pedestrian,323.0,SWLSANDBOX1,2019-07-03T00:00:00-05:00,2019-07-03,2019,07,03,streetscape,Not event,2019-07-03,23.9,0.0,0.0,0.0
134,pedestrian,291.0,SWLSANDBOX1,2019-07-04T00:00:00-05:00,2019-07-04,2019,07,04,streetscape,Not event,2019-07-04,23.7,0.0,0.0,0.0
135,pedestrian,168.0,SWLSANDBOX1,2019-07-05T00:00:00-05:00,2019-07-05,2019,07,05,streetscape,Not event,2019-07-05,26.1,1.6,1.6,0.0
136,pedestrian,0.0,SWLSANDBOX1,2019-07-06T00:00:00-05:00,2019-07-06,2019,07,06,streetscape,Not event,2019-07-06,26.5,0.0,0.0,0.0
137,pedestrian,1318.0,SWLSANDBOX1,2019-07-07T00:00:00-05:00,2019-07-07,2019,07,07,streetscape,Not event,2019-07-07,20.1,0.0,0.0,0.0
138,pedestrian,2587.0,SWLSANDBOX1,2019-07-08T00:00:00-05:00,2019-07-08,2019,07,08,streetscape,Event,2019-07-08,20.2,0.0,0.0,0.0
139,pedestrian,427.0,SWLSANDBOX1,2019-07-09T00:00:00-05:00,2019-07-09,2019,07,09,streetscape,Not event,2019-07-09,21.4,0.0,0.0,0.0
140,pedestrian,2277.0,SWLSANDBOX1,2019-07-10T00:00:00-05:00,2019-07-10,2019,07,10,streetscape,Event,2019-07-10,22.3,0.4,0.4,0.0
141,pedestrian,979.0,SWLSANDBOX1,2019-07-11T00:00:00-05:00,2019-07-11,2019,07,11,streetscape,Not event,2019-07-11,23.8,1.6,1.6,0.0
142,pedestrian,655.0,SWLSANDBOX1,2019-07-12T00:00:00-05:00,2019-07-12,2019,07,12,streetscape,Not event,2019-07-12,20.5,0.0,0.0,0.0
143,pedestrian,113.0,SWLSANDBOX1,2019-07-13T00:00:00-05:00,2019-07-13,2019,07,13,streetscape,Not event,2019-07-13,23.3,6.2,6.2,0.0
144,pedestrian,2505.0,SWLSANDBOX1,2019-07-14T00:00:00-05:00,2019-07-14,2019,07,14,streetscape,Event,2019-07-14,22.1,0.0,0.0,0.0
145,pedestrian,1245.0,SWLSANDBOX1,2019-07-15T00:00:00-05:00,2019-07-15,2019,07,15,streetscape,Not event,2019-07-15,21.2,0.0,0.0,0.0
146,pedestrian,598.0,SWLSANDBOX1,2019-07-16T00:00:00-05:00,2019-07-16,2019,07,16,streetscape,Not event,2019-07-16,25.2,3.6,3.6,0.0
147,pedestrian,1884.0,SWLSANDBOX1,2019-07-17T00:00:00-05:00,2019-07-17,2019,07,17,streetscape,Not event,2019-07-17,25.1,67.0,67.0,0.0
148,pedestrian,959.0,SWLSANDBOX1,2019-07-18T00:00:00-05:00,2019-07-18,2019,07,18,streetscape,Not event,2019-07-18,25.2,0.0,0.0,0.0
149,pedestrian,598.0,SWLSANDBOX1,2019-07-19T00:00:00-05:00,2019-07-19,2019,07,19,streetscape,Not event,2019-07-19,26.5,0.2,0.2,0.0
150,pedestrian,177.0,SWLSANDBOX1,2019-07-20T00:00:00-05:00,2019-07-20,2019,07,20,streetscape,Not event,2019-07-20,27.6,4.6,4.6,0.0
151,pedestrian,2422.0,SWLSANDBOX1,2019-07-21T00:00:00-05:00,2019-07-21,2019,07,21,streetscape,Event,2019-07-21,24.7,0.0,0.0,0.0
152,pedestrian,2497.0,SWLSANDBOX1,2019-07-22T00:00:00-05:00,2019-07-22,2019,07,22,streetscape,Event,2019-07-22,20.7,5.2,5.2,0.0
153,pedestrian,745.0,SWLSANDBOX1,2019-07-23T00:00:00-05:00,2019-07-23,2019,07,23,streetscape,Not event,2019-07-23,20.6,0.0,0.0,0.0
154,pedestrian,2017.0,SWLSANDBOX1,2019-07-24T00:00:00-05:00,2019-07-24,2019,07,24,streetscape,Not event,2019-07-24,21.0,0.0,0.0,0.0
155,pedestrian,1278.0,SWLSANDBOX1,2019-07-25T00:00:00-05:00,2019-07-25,2019,07,25,streetscape,Not event,2019-07-25,22.5,1.2,1.2,0.0
156,pedestrian,1047.0,SWLSANDBOX1,2019-07-26T00:00:00-05:00,2019-07-26,2019,07,26,streetscape,Not event,2019-07-26,23.3,0.0,0.0,0.0
157,pedestrian,5.0,SWLSANDBOX1,2019-07-27T00:00:00-05:00,2019-07-27,2019,07,27,streetscape,Not event,2019-07-27,24.3,0.8,0.8,0.0
158,pedestrian,1948.0,SWLSANDBOX1,2019-07-28T00:00:00-05:00,2019-07-28,2019,07,28,streetscape,Not event,2019-07-28,26.4,0.0,0.0,0.0
159,pedestrian,1967.0,SWLSANDBOX1,2019-07-29T00:00:00-05:00,2019-07-29,2019,07,29,streetscape,Not event,2019-07-29,26.4,0.0,0.0,0.0
