node.objClass,pedestrian_count,node.serialno,node.time,date,time,year,month,day,location,Date,Temp,Dew_Point,Humidity
pedestrian,0.0,SWLSANDBOX1,2019-02-20T00:00:00-05:00,2019-02-20,00:00,2019,02,20,streetscape,2019-02-20-00:00,-6.7,-11.1,71.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T01:00:00-05:00,2019-02-20,01:00,2019,02,20,streetscape,2019-02-20-01:00,-6.4,-10.8,71.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T02:00:00-05:00,2019-02-20,02:00,2019,02,20,streetscape,2019-02-20-02:00,-6.3,-11.8,65.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T03:00:00-05:00,2019-02-20,03:00,2019,02,20,streetscape,2019-02-20-03:00,-6.5,-12.2,64.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T04:00:00-05:00,2019-02-20,04:00,2019,02,20,streetscape,2019-02-20-04:00,-6.4,-12.4,62.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T05:00:00-05:00,2019-02-20,05:00,2019,02,20,streetscape,2019-02-20-05:00,-5.3,-10.8,65.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T06:00:00-05:00,2019-02-20,06:00,2019,02,20,streetscape,2019-02-20-06:00,-5.7,-10.7,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T07:00:00-05:00,2019-02-20,07:00,2019,02,20,streetscape,2019-02-20-07:00,-5.5,-10.2,70.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T08:00:00-05:00,2019-02-20,08:00,2019,02,20,streetscape,2019-02-20-08:00,-4.4,-8.4,74.0
pedestrian,18.0,SWLSANDBOX1,2019-02-20T09:00:00-05:00,2019-02-20,09:00,2019,02,20,streetscape,2019-02-20-09:00,-2.6,-7.4,70.0
pedestrian,200.0,SWLSANDBOX1,2019-02-20T10:00:00-05:00,2019-02-20,10:00,2019,02,20,streetscape,2019-02-20-10:00,-2.2,-7.8,66.0
pedestrian,291.0,SWLSANDBOX1,2019-02-20T11:00:00-05:00,2019-02-20,11:00,2019,02,20,streetscape,2019-02-20-11:00,-1.5,-8.7,58.0
pedestrian,716.0,SWLSANDBOX1,2019-02-20T12:00:00-05:00,2019-02-20,12:00,2019,02,20,streetscape,2019-02-20-12:00,-0.8,-8.1,57.0
pedestrian,520.0,SWLSANDBOX1,2019-02-20T13:00:00-05:00,2019-02-20,13:00,2019,02,20,streetscape,2019-02-20-13:00,-0.4,-6.7,63.0
pedestrian,318.0,SWLSANDBOX1,2019-02-20T14:00:00-05:00,2019-02-20,14:00,2019,02,20,streetscape,2019-02-20-14:00,-0.4,-7.2,60.0
pedestrian,331.0,SWLSANDBOX1,2019-02-20T15:00:00-05:00,2019-02-20,15:00,2019,02,20,streetscape,2019-02-20-15:00,-0.5,-6.1,66.0
pedestrian,534.0,SWLSANDBOX1,2019-02-20T16:00:00-05:00,2019-02-20,16:00,2019,02,20,streetscape,2019-02-20-16:00,-0.8,-4.1,78.0
pedestrian,308.0,SWLSANDBOX1,2019-02-20T17:00:00-05:00,2019-02-20,17:00,2019,02,20,streetscape,2019-02-20-17:00,-0.9,-3.1,85.0
pedestrian,4.0,SWLSANDBOX1,2019-02-20T18:00:00-05:00,2019-02-20,18:00,2019,02,20,streetscape,2019-02-20-18:00,-0.5,-2.2,88.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T19:00:00-05:00,2019-02-20,19:00,2019,02,20,streetscape,2019-02-20-19:00,0.3,-0.9,92.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T20:00:00-05:00,2019-02-20,20:00,2019,02,20,streetscape,2019-02-20-20:00,0.7,-1.4,86.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T21:00:00-05:00,2019-02-20,21:00,2019,02,20,streetscape,2019-02-20-21:00,0.4,-1.1,90.0
pedestrian,0.0,SWLSANDBOX1,2019-02-20T22:00:00-05:00,2019-02-20,22:00,2019,02,20,streetscape,2019-02-20-22:00,0.2,-1.0,92.0
pedestrian,32.0,SWLSANDBOX1,2019-02-20T23:00:00-05:00,2019-02-20,23:00,2019,02,20,streetscape,2019-02-20-23:00,0.2,-0.8,93.0
pedestrian,5.0,SWLSANDBOX1,2019-02-21T00:00:00-05:00,2019-02-21,00:00,2019,02,21,streetscape,2019-02-21-00:00,0.5,-0.4,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T01:00:00-05:00,2019-02-21,01:00,2019,02,21,streetscape,2019-02-21-01:00,0.9,0.0,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T02:00:00-05:00,2019-02-21,02:00,2019,02,21,streetscape,2019-02-21-02:00,1.1,0.3,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T03:00:00-05:00,2019-02-21,03:00,2019,02,21,streetscape,2019-02-21-03:00,1.5,0.7,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T04:00:00-05:00,2019-02-21,04:00,2019,02,21,streetscape,2019-02-21-04:00,2.3,1.1,92.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T05:00:00-05:00,2019-02-21,05:00,2019,02,21,streetscape,2019-02-21-05:00,3.1,0.2,81.0
pedestrian,4.0,SWLSANDBOX1,2019-02-21T06:00:00-05:00,2019-02-21,06:00,2019,02,21,streetscape,2019-02-21-06:00,3.2,-1.2,73.0
pedestrian,8.0,SWLSANDBOX1,2019-02-21T07:00:00-05:00,2019-02-21,07:00,2019,02,21,streetscape,2019-02-21-07:00,3.0,-2.1,69.0
pedestrian,4.0,SWLSANDBOX1,2019-02-21T08:00:00-05:00,2019-02-21,08:00,2019,02,21,streetscape,2019-02-21-08:00,3.4,-3.3,62.0
pedestrian,29.0,SWLSANDBOX1,2019-02-21T09:00:00-05:00,2019-02-21,09:00,2019,02,21,streetscape,2019-02-21-09:00,3.4,-3.1,62.0
pedestrian,82.0,SWLSANDBOX1,2019-02-21T10:00:00-05:00,2019-02-21,10:00,2019,02,21,streetscape,2019-02-21-10:00,3.5,-3.4,61.0
pedestrian,26.0,SWLSANDBOX1,2019-02-21T11:00:00-05:00,2019-02-21,11:00,2019,02,21,streetscape,2019-02-21-11:00,3.6,-4.2,57.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T12:00:00-05:00,2019-02-21,12:00,2019,02,21,streetscape,2019-02-21-12:00,3.2,-4.2,58.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T13:00:00-05:00,2019-02-21,13:00,2019,02,21,streetscape,2019-02-21-13:00,3.3,-4.0,59.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T14:00:00-05:00,2019-02-21,14:00,2019,02,21,streetscape,2019-02-21-14:00,4.4,-5.7,48.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T15:00:00-05:00,2019-02-21,15:00,2019,02,21,streetscape,2019-02-21-15:00,3.6,-6.2,48.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T16:00:00-05:00,2019-02-21,16:00,2019,02,21,streetscape,2019-02-21-16:00,4.0,-5.9,48.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T17:00:00-05:00,2019-02-21,17:00,2019,02,21,streetscape,2019-02-21-17:00,3.1,-5.3,54.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T18:00:00-05:00,2019-02-21,18:00,2019,02,21,streetscape,2019-02-21-18:00,2.1,-6.3,54.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T19:00:00-05:00,2019-02-21,19:00,2019,02,21,streetscape,2019-02-21-19:00,1.6,-6.3,56.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T20:00:00-05:00,2019-02-21,20:00,2019,02,21,streetscape,2019-02-21-20:00,1.0,-6.0,59.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T21:00:00-05:00,2019-02-21,21:00,2019,02,21,streetscape,2019-02-21-21:00,0.7,-6.0,61.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T22:00:00-05:00,2019-02-21,22:00,2019,02,21,streetscape,2019-02-21-22:00,0.2,-6.0,63.0
pedestrian,0.0,SWLSANDBOX1,2019-02-21T23:00:00-05:00,2019-02-21,23:00,2019,02,21,streetscape,2019-02-21-23:00,-0.2,-5.8,66.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T00:00:00-05:00,2019-02-22,00:00,2019,02,22,streetscape,2019-02-22-00:00,-0.3,-5.7,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T01:00:00-05:00,2019-02-22,01:00,2019,02,22,streetscape,2019-02-22-01:00,-0.9,-5.7,70.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T02:00:00-05:00,2019-02-22,02:00,2019,02,22,streetscape,2019-02-22-02:00,-1.7,-5.9,73.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T03:00:00-05:00,2019-02-22,03:00,2019,02,22,streetscape,2019-02-22-03:00,-1.7,-5.6,74.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T04:00:00-05:00,2019-02-22,04:00,2019,02,22,streetscape,2019-02-22-04:00,-2.0,-5.6,76.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T05:00:00-05:00,2019-02-22,05:00,2019,02,22,streetscape,2019-02-22-05:00,-1.6,-5.5,75.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T06:00:00-05:00,2019-02-22,06:00,2019,02,22,streetscape,2019-02-22-06:00,-1.1,-5.2,74.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T07:00:00-05:00,2019-02-22,07:00,2019,02,22,streetscape,2019-02-22-07:00,-0.8,-5.1,73.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T08:00:00-05:00,2019-02-22,08:00,2019,02,22,streetscape,2019-02-22-08:00,-0.7,-5.4,71.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T09:00:00-05:00,2019-02-22,09:00,2019,02,22,streetscape,2019-02-22-09:00,-0.2,-5.2,69.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T10:00:00-05:00,2019-02-22,10:00,2019,02,22,streetscape,2019-02-22-10:00,0.9,-5.1,64.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T11:00:00-05:00,2019-02-22,11:00,2019,02,22,streetscape,2019-02-22-11:00,2.5,-6.7,51.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T12:00:00-05:00,2019-02-22,12:00,2019,02,22,streetscape,2019-02-22-12:00,2.2,-7.8,47.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T13:00:00-05:00,2019-02-22,13:00,2019,02,22,streetscape,2019-02-22-13:00,2.5,-7.1,49.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T14:00:00-05:00,2019-02-22,14:00,2019,02,22,streetscape,2019-02-22-14:00,2.5,-5.9,54.0
pedestrian,26.0,SWLSANDBOX1,2019-02-22T15:00:00-05:00,2019-02-22,15:00,2019,02,22,streetscape,2019-02-22-15:00,2.5,-6.3,52.0
pedestrian,32.0,SWLSANDBOX1,2019-02-22T16:00:00-05:00,2019-02-22,16:00,2019,02,22,streetscape,2019-02-22-16:00,2.5,-5.9,54.0
pedestrian,19.0,SWLSANDBOX1,2019-02-22T17:00:00-05:00,2019-02-22,17:00,2019,02,22,streetscape,2019-02-22-17:00,2.3,-5.3,57.0
pedestrian,2.0,SWLSANDBOX1,2019-02-22T18:00:00-05:00,2019-02-22,18:00,2019,02,22,streetscape,2019-02-22-18:00,1.8,-4.9,61.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T19:00:00-05:00,2019-02-22,19:00,2019,02,22,streetscape,2019-02-22-19:00,1.0,-4.6,66.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T20:00:00-05:00,2019-02-22,20:00,2019,02,22,streetscape,2019-02-22-20:00,1.4,-5.2,62.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T21:00:00-05:00,2019-02-22,21:00,2019,02,22,streetscape,2019-02-22-21:00,1.0,-5.5,61.0
pedestrian,0.0,SWLSANDBOX1,2019-02-22T22:00:00-05:00,2019-02-22,22:00,2019,02,22,streetscape,2019-02-22-22:00,0.7,-5.5,63.0
pedestrian,4.0,SWLSANDBOX1,2019-02-22T23:00:00-05:00,2019-02-22,23:00,2019,02,22,streetscape,2019-02-22-23:00,0.4,-5.7,64.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T00:00:00-05:00,2019-02-23,00:00,2019,02,23,streetscape,2019-02-23-00:00,0.5,-6.0,62.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T01:00:00-05:00,2019-02-23,01:00,2019,02,23,streetscape,2019-02-23-01:00,-0.2,-5.5,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T02:00:00-05:00,2019-02-23,02:00,2019,02,23,streetscape,2019-02-23-02:00,-0.3,-6.0,65.0
pedestrian,8.0,SWLSANDBOX1,2019-02-23T03:00:00-05:00,2019-02-23,03:00,2019,02,23,streetscape,2019-02-23-03:00,-0.8,-6.0,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T04:00:00-05:00,2019-02-23,04:00,2019,02,23,streetscape,2019-02-23-04:00,-1.2,-6.5,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T05:00:00-05:00,2019-02-23,05:00,2019,02,23,streetscape,2019-02-23-05:00,-1.6,-6.7,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T06:00:00-05:00,2019-02-23,06:00,2019,02,23,streetscape,2019-02-23-06:00,-2.1,-6.6,71.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T07:00:00-05:00,2019-02-23,07:00,2019,02,23,streetscape,2019-02-23-07:00,-1.3,-5.1,75.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T08:00:00-05:00,2019-02-23,08:00,2019,02,23,streetscape,2019-02-23-08:00,-0.9,-4.4,77.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T09:00:00-05:00,2019-02-23,09:00,2019,02,23,streetscape,2019-02-23-09:00,0.0,-3.4,78.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T10:00:00-05:00,2019-02-23,10:00,2019,02,23,streetscape,2019-02-23-10:00,1.2,-4.2,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T11:00:00-05:00,2019-02-23,11:00,2019,02,23,streetscape,2019-02-23-11:00,1.5,-4.8,63.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T12:00:00-05:00,2019-02-23,12:00,2019,02,23,streetscape,2019-02-23-12:00,1.9,-5.0,60.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T13:00:00-05:00,2019-02-23,13:00,2019,02,23,streetscape,2019-02-23-13:00,1.7,-3.8,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T14:00:00-05:00,2019-02-23,14:00,2019,02,23,streetscape,2019-02-23-14:00,1.9,-3.3,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T15:00:00-05:00,2019-02-23,15:00,2019,02,23,streetscape,2019-02-23-15:00,1.3,-2.9,74.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T16:00:00-05:00,2019-02-23,16:00,2019,02,23,streetscape,2019-02-23-16:00,1.4,-3.0,72.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T17:00:00-05:00,2019-02-23,17:00,2019,02,23,streetscape,2019-02-23-17:00,1.2,-2.9,74.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T18:00:00-05:00,2019-02-23,18:00,2019,02,23,streetscape,2019-02-23-18:00,1.3,-2.5,76.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T19:00:00-05:00,2019-02-23,19:00,2019,02,23,streetscape,2019-02-23-19:00,1.4,-2.5,75.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T20:00:00-05:00,2019-02-23,20:00,2019,02,23,streetscape,2019-02-23-20:00,1.6,-2.2,76.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T21:00:00-05:00,2019-02-23,21:00,2019,02,23,streetscape,2019-02-23-21:00,1.9,-1.9,76.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T22:00:00-05:00,2019-02-23,22:00,2019,02,23,streetscape,2019-02-23-22:00,2.1,-0.8,81.0
pedestrian,0.0,SWLSANDBOX1,2019-02-23T23:00:00-05:00,2019-02-23,23:00,2019,02,23,streetscape,2019-02-23-23:00,2.6,0.2,85.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T00:00:00-05:00,2019-02-24,00:00,2019,02,24,streetscape,2019-02-24-00:00,2.6,0.4,85.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T01:00:00-05:00,2019-02-24,01:00,2019,02,24,streetscape,2019-02-24-01:00,2.2,0.4,88.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T02:00:00-05:00,2019-02-24,02:00,2019,02,24,streetscape,2019-02-24-02:00,2.2,0.9,91.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T03:00:00-05:00,2019-02-24,03:00,2019,02,24,streetscape,2019-02-24-03:00,2.2,1.2,93.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T04:00:00-05:00,2019-02-24,04:00,2019,02,24,streetscape,2019-02-24-04:00,2.2,1.3,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T05:00:00-05:00,2019-02-24,05:00,2019,02,24,streetscape,2019-02-24-05:00,2.4,1.6,94.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T06:00:00-05:00,2019-02-24,06:00,2019,02,24,streetscape,2019-02-24-06:00,2.6,1.8,95.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T07:00:00-05:00,2019-02-24,07:00,2019,02,24,streetscape,2019-02-24-07:00,2.7,1.8,94.0
pedestrian,2.0,SWLSANDBOX1,2019-02-24T08:00:00-05:00,2019-02-24,08:00,2019,02,24,streetscape,2019-02-24-08:00,3.4,2.2,92.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T09:00:00-05:00,2019-02-24,09:00,2019,02,24,streetscape,2019-02-24-09:00,3.8,2.4,90.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T10:00:00-05:00,2019-02-24,10:00,2019,02,24,streetscape,2019-02-24-10:00,5.5,3.2,86.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T11:00:00-05:00,2019-02-24,11:00,2019,02,24,streetscape,2019-02-24-11:00,6.1,3.7,85.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T12:00:00-05:00,2019-02-24,12:00,2019,02,24,streetscape,2019-02-24-12:00,6.1,3.5,84.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T13:00:00-05:00,2019-02-24,13:00,2019,02,24,streetscape,2019-02-24-13:00,6.6,2.4,74.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T14:00:00-05:00,2019-02-24,14:00,2019,02,24,streetscape,2019-02-24-14:00,5.2,0.0,69.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T15:00:00-05:00,2019-02-24,15:00,2019,02,24,streetscape,2019-02-24-15:00,3.1,-0.2,79.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T16:00:00-05:00,2019-02-24,16:00,2019,02,24,streetscape,2019-02-24-16:00,2.3,-0.4,83.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T17:00:00-05:00,2019-02-24,17:00,2019,02,24,streetscape,2019-02-24-17:00,3.1,-3.2,63.0
pedestrian,4.0,SWLSANDBOX1,2019-02-24T18:00:00-05:00,2019-02-24,18:00,2019,02,24,streetscape,2019-02-24-18:00,3.0,-4.1,60.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T19:00:00-05:00,2019-02-24,19:00,2019,02,24,streetscape,2019-02-24-19:00,2.5,-4.6,60.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T20:00:00-05:00,2019-02-24,20:00,2019,02,24,streetscape,2019-02-24-20:00,1.5,-3.9,68.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T21:00:00-05:00,2019-02-24,21:00,2019,02,24,streetscape,2019-02-24-21:00,0.2,-3.4,77.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T22:00:00-05:00,2019-02-24,22:00,2019,02,24,streetscape,2019-02-24-22:00,-0.5,-5.3,70.0
pedestrian,0.0,SWLSANDBOX1,2019-02-24T23:00:00-05:00,2019-02-24,23:00,2019,02,24,streetscape,2019-02-24-23:00,-1.3,-6.2,69.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T00:00:00-05:00,2019-02-25,00:00,2019,02,25,streetscape,2019-02-25-00:00,-1.8,-6.6,70.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T01:00:00-05:00,2019-02-25,01:00,2019,02,25,streetscape,2019-02-25-01:00,-1.9,-7.1,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T02:00:00-05:00,2019-02-25,02:00,2019,02,25,streetscape,2019-02-25-02:00,-2.0,-7.9,64.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T03:00:00-05:00,2019-02-25,03:00,2019,02,25,streetscape,2019-02-25-03:00,-2.8,-7.6,69.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T04:00:00-05:00,2019-02-25,04:00,2019,02,25,streetscape,2019-02-25-04:00,-3.4,-6.6,79.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T05:00:00-05:00,2019-02-25,05:00,2019,02,25,streetscape,2019-02-25-05:00,-3.6,-9.2,65.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T06:00:00-05:00,2019-02-25,06:00,2019,02,25,streetscape,2019-02-25-06:00,-4.2,-9.5,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-25T07:00:00-05:00,2019-02-25,07:00,2019,02,25,streetscape,2019-02-25-07:00,-4.5,-10.3,64.0
pedestrian,54.0,SWLSANDBOX1,2019-02-25T08:00:00-05:00,2019-02-25,08:00,2019,02,25,streetscape,2019-02-25-08:00,-4.7,-10.8,62.0
pedestrian,141.0,SWLSANDBOX1,2019-02-25T09:00:00-05:00,2019-02-25,09:00,2019,02,25,streetscape,2019-02-25-09:00,-4.1,-10.7,60.0
pedestrian,18.0,SWLSANDBOX1,2019-02-25T10:00:00-05:00,2019-02-25,10:00,2019,02,25,streetscape,2019-02-25-10:00,-3.5,-10.6,58.0
pedestrian,50.0,SWLSANDBOX1,2019-02-25T11:00:00-05:00,2019-02-25,11:00,2019,02,25,streetscape,2019-02-25-11:00,-4.0,-10.0,63.0
pedestrian,146.0,SWLSANDBOX1,2019-02-25T12:00:00-05:00,2019-02-25,12:00,2019,02,25,streetscape,2019-02-25-12:00,-3.5,-9.2,65.0
pedestrian,75.0,SWLSANDBOX1,2019-02-25T13:00:00-05:00,2019-02-25,13:00,2019,02,25,streetscape,2019-02-25-13:00,-5.2,-7.2,86.0
pedestrian,43.0,SWLSANDBOX1,2019-02-25T14:00:00-05:00,2019-02-25,14:00,2019,02,25,streetscape,2019-02-25-14:00,-3.6,-12.6,50.0
pedestrian,75.0,SWLSANDBOX1,2019-02-25T15:00:00-05:00,2019-02-25,15:00,2019,02,25,streetscape,2019-02-25-15:00,-3.6,-12.2,52.0
pedestrian,58.0,SWLSANDBOX1,2019-02-25T16:00:00-05:00,2019-02-25,16:00,2019,02,25,streetscape,2019-02-25-16:00,-4.0,-12.9,50.0
pedestrian,5.0,SWLSANDBOX1,2019-02-25T17:00:00-05:00,2019-02-25,17:00,2019,02,25,streetscape,2019-02-25-17:00,-4.8,-12.9,53.0
pedestrian,14.0,SWLSANDBOX1,2019-02-25T18:00:00-05:00,2019-02-25,18:00,2019,02,25,streetscape,2019-02-25-18:00,-5.3,-11.7,61.0
pedestrian,38.0,SWLSANDBOX1,2019-02-25T19:00:00-05:00,2019-02-25,19:00,2019,02,25,streetscape,2019-02-25-19:00,-5.9,-10.8,68.0
pedestrian,42.0,SWLSANDBOX1,2019-02-25T20:00:00-05:00,2019-02-25,20:00,2019,02,25,streetscape,2019-02-25-20:00,-6.1,-11.2,67.0
pedestrian,46.0,SWLSANDBOX1,2019-02-25T21:00:00-05:00,2019-02-25,21:00,2019,02,25,streetscape,2019-02-25-21:00,-6.3,-11.8,65.0
pedestrian,22.0,SWLSANDBOX1,2019-02-25T22:00:00-05:00,2019-02-25,22:00,2019,02,25,streetscape,2019-02-25-22:00,-6.6,-11.8,66.0
pedestrian,7.0,SWLSANDBOX1,2019-02-25T23:00:00-05:00,2019-02-25,23:00,2019,02,25,streetscape,2019-02-25-23:00,-6.6,-11.7,67.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T00:00:00-05:00,2019-02-26,00:00,2019,02,26,streetscape,2019-02-26-00:00,-6.5,-12.4,63.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T01:00:00-05:00,2019-02-26,01:00,2019,02,26,streetscape,2019-02-26-01:00,-6.7,-13.0,61.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T02:00:00-05:00,2019-02-26,02:00,2019,02,26,streetscape,2019-02-26-02:00,-7.2,-13.2,62.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T03:00:00-05:00,2019-02-26,03:00,2019,02,26,streetscape,2019-02-26-03:00,-7.7,-14.9,56.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T04:00:00-05:00,2019-02-26,04:00,2019,02,26,streetscape,2019-02-26-04:00,-8.2,-15.9,54.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T05:00:00-05:00,2019-02-26,05:00,2019,02,26,streetscape,2019-02-26-05:00,-8.6,-15.5,57.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T06:00:00-05:00,2019-02-26,06:00,2019,02,26,streetscape,2019-02-26-06:00,-8.7,-15.5,58.0
pedestrian,8.0,SWLSANDBOX1,2019-02-26T07:00:00-05:00,2019-02-26,07:00,2019,02,26,streetscape,2019-02-26-07:00,-8.9,-15.2,60.0
pedestrian,9.0,SWLSANDBOX1,2019-02-26T08:00:00-05:00,2019-02-26,08:00,2019,02,26,streetscape,2019-02-26-08:00,-8.9,-15.7,58.0
pedestrian,40.0,SWLSANDBOX1,2019-02-26T09:00:00-05:00,2019-02-26,09:00,2019,02,26,streetscape,2019-02-26-09:00,-8.0,-15.4,55.0
pedestrian,159.0,SWLSANDBOX1,2019-02-26T10:00:00-05:00,2019-02-26,10:00,2019,02,26,streetscape,2019-02-26-10:00,-7.2,-15.6,51.0
pedestrian,99.0,SWLSANDBOX1,2019-02-26T11:00:00-05:00,2019-02-26,11:00,2019,02,26,streetscape,2019-02-26-11:00,-6.1,-15.4,48.0
pedestrian,37.0,SWLSANDBOX1,2019-02-26T12:00:00-05:00,2019-02-26,12:00,2019,02,26,streetscape,2019-02-26-12:00,-5.8,-16.6,42.0
pedestrian,141.0,SWLSANDBOX1,2019-02-26T13:00:00-05:00,2019-02-26,13:00,2019,02,26,streetscape,2019-02-26-13:00,-5.1,-16.1,42.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T14:00:00-05:00,2019-02-26,14:00,2019,02,26,streetscape,2019-02-26-14:00,-6.1,-13.6,55.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T15:00:00-05:00,2019-02-26,15:00,2019,02,26,streetscape,2019-02-26-15:00,-6.0,-15.5,47.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T16:00:00-05:00,2019-02-26,16:00,2019,02,26,streetscape,2019-02-26-16:00,-7.1,-15.9,50.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T17:00:00-05:00,2019-02-26,17:00,2019,02,26,streetscape,2019-02-26-17:00,-7.8,-16.6,49.0
pedestrian,0.0,SWLSANDBOX1,2019-02-26T18:00:00-05:00,2019-02-26,18:00,2019,02,26,streetscape,2019-02-26-18:00,-8.5,-16.7,51.0
